,PDR3,YPR196W,EDS1,LYS14,RDS2,UGA3,UME6,SIP4,LEU3,STB5,TBS1,YLL054C,HAL9,GAL4,ARO80,ASG1,PUT3,SUT2,URC2,YNR063W,PDR8,YRR1,RDR1,RGT1,ERT1,YKL222C,YRM1,PDR1,TEA1,OAF1,HAP1,YLR278C,SUT1,CHA4,CAT8,STB4,UPC2,ECM22,GSM1,TOG1,RDS1,RSC30,RSC3,CEP3,MOT3,STP4,CRZ1,MET32,RPN4,NRG2,USV1,RGM1,REI1,NRG1,MSN4,GIS1,MSN2,COM2,RPH1,MIG3,TDA9,RSF2,MIG1,MIG2,YGR067C,YPR022C,ADR1,MET31,ZAP1,YPR015C,STP3,STP2,RIM101,STP1,FZF1,CMR3,SFP1,SWI5,ACE2,YAP6,HAC1,CST6,SKO1,GCN4,YAP3,CAD1,YAP1,CIN5,GZF3,GLN3,GAT1,GAT3,ECM23,SRD1,GAT4,HMRA2,PHO2,MATALPHA2,YHP1,YOX1,TOS8,CUP9,MBP1,SWI4,XBP1,SOK2,PHD1,DOT6,TOD6,TBF1,REB1,BAS1,FKH2,FKH1,HCM1,FHL1,SKN7,HSF1,MGA1,SFL1,NHP10,ABF2,NHP6A,ROX1,CBF1,RTG3,PHO4,TYE7,AFT1,AFT2,ORC2,SUM1,MSN1,GCR1,SMP1,MCM1,ABF1,ECM5,NDT80,RFX1,RAP1,STE12,SPT15,TEC1,VHR2
GAL4,-1.779467163,-3.124438338,-2.170994587,-1.53889535,-0.185742404,-0.79899238,-0.692860512,-0.511201272,-0.061158037,-0.035973409,-0.009704694,-0.003522038,-0.002369491,0,-0.016161103,-0.040606703,-0.088781161,-0.844670824,-0.522447449,-0.439608362,-0.233373525,-0.503136208,-0.524533949,-0.673671134,-1.241636886,-1.420231777,-1.705064223,-1.838165937,-1.639896546,-1.402906791,-1.723741565,-2.279557473,-2.524475925,-2.073812101,-0.554037485,-2.224465583,-2.637153607,-1.488356167,-1.157629674,-1.490394408,-1.671886191,-2.950552802,-3.011467599,-2.955577456,-6.379309192,-1.907081096,-4.021032103,-4.604671141,-4.917564835,-5.751771759,-5.548439569,-5.467386796,-5.47947657,-4.054743748,-4.452967816,-4.873426794,-5.122388826,-5.194405663,-6.190668923,-4.609935531,-4.608229452,-4.652395121,-5.415177781,-4.860006403,-4.276622276,-5.043071151,-5.914332519,-4.927804453,-4.8480521,-3.230353164,-2.714683464,-1.186866161,-3.398632682,-2.101150591,-6.196908471,-5.334078203,-5.763810515,-4.026251784,-3.939945116,-3.025594187,-2.48054881,-4.382016957,-4.285642441,-3.622643347,-4.407631608,-5.620630142,-14.04296238,-4.242098088,-5.001164668,-4.955050247,-4.626999411,-4.02976166,-4.968297598,-5.591105655,-6.171359485,-5.103708378,-14.04296238,-5.301855321,-14.04296238,-14.04296238,-3.101529649,-4.803229967,-3.376576921,-3.267492043,-3.366172122,-4.596830813,-4.939966977,-3.018627825,-3.621764237,-7.583293447,-8.653432863,-4.34237961,-6.784143903,-3.686552615,-3.730241061,-4.050148728,-3.476112663,-2.297331924,-2.515144577,-5.496388771,-3.469687411,-5.748922868,-2.793422223,-5.952000362,-5.103633849,-3.402453134,-4.469686422,-4.810586016,-3.628624741,-2.659912241,-14.04296238,-14.04296238,-7.377136859,-2.919217048,-14.04296238,-2.473979337,-7.291064712,-14.04296238,-5.354206776,-6.130121137,-3.299872397,-5.907251495,-14.04296238,-4.061219103,-6.470461396
ARO80,-1.795762854,-3.136010185,-2.0594998,-1.455009713,-0.174603843,-0.792463135,-0.663716825,-0.358640009,-0.044067929,-0.036964309,-0.016145708,-0.007578693,-0.012574793,-0.016161103,0,-0.010478944,-0.029835405,-0.843028542,-0.517687973,-0.415602991,-0.245124801,-0.476868641,-0.524142212,-0.668721306,-1.253199213,-1.429954869,-1.720570204,-1.85431834,-1.64258248,-1.419078951,-1.740017525,-2.29583721,-2.540751962,-2.090016877,-0.546601478,-2.140612189,-2.612550893,-1.466271805,-1.132589348,-1.467745618,-1.674005116,-2.910879724,-2.970736181,-2.970957501,-6.15098758,-1.893763426,-3.901370408,-4.512000572,-4.84216029,-5.685870637,-5.13897468,-5.061005868,-5.070731617,-3.652729759,-4.071813339,-4.467372947,-4.717140128,-4.863817141,-5.849679484,-4.286466601,-4.28211175,-4.319045031,-5.00944106,-4.451566429,-3.945644817,-4.633145183,-5.508745147,-4.656971009,-4.566490606,-3.005854173,-2.639934694,-1.122941644,-3.361565535,-2.11740949,-6.035230641,-5.149452353,-5.563238476,-3.87172437,-3.785458214,-2.904581678,-2.380549532,-4.345451452,-4.267647099,-3.415032051,-4.318549884,-5.467685746,-14.04296238,-4.192676627,-4.982705648,-4.919573047,-4.393372707,-3.822939036,-4.750214141,-5.391591801,-5.987421032,-4.974149697,-14.04296238,-5.127779404,-14.04296238,-14.04296238,-3.038364198,-4.5948872,-3.297531326,-3.191696975,-3.375304778,-4.429522789,-4.77279057,-2.955056268,-3.434807122,-7.118768031,-8.403726622,-4.216143277,-6.598026473,-3.489843236,-3.529155419,-3.983541721,-3.342719696,-2.095451122,-2.321428402,-5.307596914,-3.476663786,-5.497123752,-2.582015271,-5.787165979,-5.085191952,-3.32017973,-4.451735402,-4.791452788,-3.585772627,-2.563663337,-14.04296238,-14.04296238,-7.161750201,-2.791450737,-14.04296238,-2.295917992,-7.055311563,-14.04296238,-5.104562438,-5.89278133,-3.230888754,-5.722871976,-14.04296238,-3.971347909,-6.240480255
ASG1,-1.819808673,-3.156732413,-1.93529024,-1.344770561,-0.190799407,-0.836462108,-0.709678375,-0.323175538,-0.051443436,-0.048327357,-0.023456018,-0.021544276,-0.029444501,-0.040606703,-0.010478944,0,-0.021880231,-0.859434226,-0.509863957,-0.411304684,-0.260508097,-0.454473578,-0.510775226,-0.669404023,-1.272069832,-1.43738434,-1.741052551,-1.878263346,-1.680464896,-1.443037857,-1.764049462,-2.319871805,-2.564783953,-2.113998732,-0.56152565,-2.123116024,-2.671538774,-1.509365754,-1.133294648,-1.475607795,-1.6900453,-2.933066607,-2.978158411,-2.994359093,-5.896861453,-1.903047472,-3.908242607,-4.565321535,-4.904669719,-5.56525478,-5.088369236,-5.014075278,-5.018440626,-3.611074036,-3.989861105,-4.412177355,-4.683379719,-4.788745459,-5.778972098,-4.173756112,-4.169508386,-4.218090667,-4.972413514,-4.376933234,-3.925623456,-4.568713007,-5.475272515,-4.671046047,-4.445365994,-2.94465194,-2.694840003,-0.99615355,-3.188947848,-2.141429423,-6.010062201,-5.137313152,-5.485601211,-3.805319088,-3.719097967,-2.771923374,-2.390747022,-4.392192314,-4.332738417,-3.332952365,-4.341376986,-5.435081102,-14.04296238,-4.243067548,-4.946489555,-4.852942221,-4.232406981,-3.732394384,-4.715786686,-5.366830397,-5.970217029,-4.946943878,-14.04296238,-5.060582346,-14.04296238,-14.04296238,-3.068040529,-4.602781983,-3.396253903,-3.29408491,-3.440585267,-4.391059256,-4.734831334,-2.995179642,-3.400037607,-6.930746993,-8.223813015,-4.190057442,-6.567468981,-3.404620188,-3.455128347,-4.090469144,-3.308809855,-2.031451922,-2.279641835,-5.282235393,-3.494152746,-5.444200416,-2.450007352,-5.751024574,-5.149479498,-3.328926178,-4.516871697,-4.855389364,-3.467116256,-2.431570527,-14.04296238,-14.04296238,-7.006968664,-2.649613734,-14.04296238,-2.210484416,-7.076569907,-14.04296238,-4.891901566,-5.845665871,-3.148383942,-5.709065192,-14.04296238,-3.83160525,-6.253174103
PUT3,-1.868698184,-3.203373229,-1.997454052,-1.435124992,-0.213294881,-0.849328148,-0.696028871,-0.206621922,-0.08334723,-0.100252698,-0.078383809,-0.064959586,-0.07883506,-0.088781161,-0.029835405,-0.021880231,0,-0.89022595,-0.571623974,-0.439778115,-0.314270141,-0.509415745,-0.583978629,-0.725206234,-1.321111824,-1.498556831,-1.793017567,-1.927084648,-1.708671983,-1.491868564,-1.812929581,-2.368753721,-2.613664108,-2.162844965,-0.585973143,-2.070539098,-2.658361791,-1.487075606,-1.152506879,-1.485095267,-1.727533913,-2.926830753,-2.978345751,-3.042812728,-5.934050355,-1.93238297,-3.874446796,-4.522362481,-4.868595871,-5.697311629,-4.683932591,-4.607252403,-4.616012151,-3.200789104,-3.668000781,-4.017514807,-4.264360733,-4.471271316,-5.441518261,-3.872943524,-3.868862513,-3.899836811,-4.556280247,-4.00202722,-3.598356081,-4.17820449,-5.055792029,-4.395975275,-4.310643705,-2.799538265,-2.635478198,-1.118408182,-3.39603093,-2.19030142,-5.842962409,-4.95895714,-5.363400688,-3.70312668,-3.616886057,-2.825803934,-2.321739334,-4.373658378,-4.320512217,-3.210604745,-4.255421408,-5.297785288,-14.04296238,-4.200597795,-5.018258975,-4.939936448,-4.17981993,-3.61970063,-4.513487736,-5.1687251,-5.792488975,-4.878263611,-14.04296238,-4.926567572,-14.04296238,-14.04296238,-3.030941527,-4.399931254,-3.309778895,-3.209206719,-3.424559704,-4.251653062,-4.594329425,-2.937931088,-3.247203961,-6.635196383,-8.177662082,-4.094821723,-6.399063407,-3.299078996,-3.328522277,-4.01465087,-3.207337598,-1.895046266,-2.126076133,-5.118948094,-3.538605977,-5.262877327,-2.377604059,-5.591582741,-5.137531267,-3.28955201,-4.504657115,-4.8428649,-3.611340293,-2.518324542,-14.04296238,-14.04296238,-6.946515667,-2.699338386,-14.04296238,-2.12272581,-6.843884381,-14.04296238,-4.864255213,-5.594590506,-3.21443826,-5.531843365,-14.04296238,-3.930309454,-6.03200923
SUT2,-1.848972,-2.822753271,-2.208175823,-1.944062449,-1.012847345,-1.616761515,-1.494513219,-1.242794278,-0.881198715,-0.868754682,-0.849792711,-0.841372488,-0.844246708,-0.844670824,-0.843028542,-0.859434226,-0.89022595,0,-0.658610182,-0.654660712,-0.428758866,-0.872932209,-0.908744243,-0.921872946,-1.110472615,-1.181977324,-1.721938939,-1.627717691,-1.600693317,-1.08745102,-1.219704971,-0.819485964,-1.024354838,-1.748041632,-0.65564855,-1.942479249,-3.242201247,-3.636233617,-1.39733404,-1.257406465,-3.093801775,-3.745475689,-3.809241837,-3.094043651,-6.639472753,-3.529586314,-6.047087732,-6.968255857,-7.083565174,-6.916367033,-6.216249182,-6.141917304,-6.206902218,-4.394705471,-5.479531253,-6.287738151,-6.239630572,-5.57174089,-6.070893499,-5.883121081,-6.012191058,-6.019671301,-5.541606572,-4.970581118,-4.354513231,-4.435984233,-7.119536924,-6.554262372,-5.928601586,-4.926836177,-3.474947442,-2.285957783,-6.076209872,-3.270707077,-7.121085417,-7.108103619,-6.423389272,-5.292978261,-4.85119067,-3.416801037,-5.240254416,-4.774184437,-6.507206466,-3.026354638,-4.051711844,-5.361622641,-3.565910842,-4.076095156,-6.529912578,-6.505261928,-2.937178464,-3.564687818,-5.45512744,-4.947684209,-6.049892177,-6.533207845,-6.898687042,-6.218522897,-4.281140741,-5.885306291,-3.65128166,-6.62135824,-4.726033849,-4.573284016,-3.440707602,-6.060966086,-6.699334407,-5.845306989,-5.923772502,-6.944054833,-8.034745719,-8.36890783,-6.662323346,-4.34945519,-4.390563696,-3.660607572,-4.207781935,-2.960063667,-3.181163688,-8.790866603,-7.780132535,-6.026045154,-2.492181238,-7.234421076,-6.384104269,-4.541249055,-6.979826313,-8.588981261,-4.787379847,-3.27182379,-4.468978477,-3.337507196,-7.132963769,-4.75297381,-7.864295104,-2.785092956,-9.382101877,-3.774309813,-6.436435276,-6.562069445,-4.806178436,-6.57850252,-3.646046103,-3.408190103,-9.038674266
URC2,-1.930858563,-2.475926222,-1.727726153,-1.412503028,-0.686498408,-1.288268247,-1.166241171,-0.931666778,-0.506519832,-0.493564437,-0.49478539,-0.507686332,-0.506642579,-0.522447449,-0.517687973,-0.509863957,-0.571623974,-0.658610182,0,-0.063464884,-0.415547198,-0.108373022,-0.661482796,-0.553398477,-1.199466096,-1.106607991,-0.74912317,-1.802757083,-0.906681411,-0.751765834,-0.814950369,-1.143010686,-1.383369331,-1.641790023,-0.720177631,-2.167471711,-2.821011359,-3.359536058,-1.288326737,-1.508408745,-2.659394433,-3.395543981,-3.463683981,-2.671028564,-6.480673919,-2.827476765,-5.365843975,-6.353567993,-6.383500042,-5.683820972,-5.695456934,-5.633957734,-5.624096589,-4.172293204,-4.791310459,-5.444998644,-5.68301326,-5.407977468,-6.16529858,-5.201065653,-5.275480338,-5.301414643,-5.632459297,-4.941159347,-4.464892436,-4.869088639,-6.481796164,-6.963605076,-5.028908937,-4.367169641,-3.105881837,-1.463988989,-5.451828357,-2.854303062,-5.941584176,-4.09987313,-6.924748705,-4.65617129,-4.5642852,-2.735569214,-2.864082672,-4.658959421,-4.755861964,-3.281219798,-4.368408122,-5.453793963,-3.121072486,-4.184238689,-5.534080756,-4.397032564,-2.976520276,-2.902003733,-4.289736109,-4.236940168,-4.920915383,-5.130051219,-5.948461876,-5.84322751,-3.078375856,-5.170913507,-3.403843836,-5.514734028,-3.958222539,-3.798164614,-3.554730151,-5.432264207,-6.124480651,-5.423722184,-3.435657298,-6.76039542,-8.95140177,-7.311381901,-5.978737482,-3.915820758,-3.990454748,-3.901263248,-6.141032611,-2.580120683,-2.850825317,-7.402328782,-7.68621296,-5.785251398,-2.939491505,-6.677062739,-7.895033004,-5.30142945,-6.453726807,-7.357174629,-4.235406515,-2.612741874,-3.5410954,-2.476821476,-7.65193126,-3.437866148,-7.503298295,-2.552496859,-8.658509378,-2.433050425,-5.477579128,-5.923888954,-3.55276731,-6.545189697,-2.533533211,-3.989571771,-7.348559736
YNR063W,-1.836990742,-2.170353936,-1.440494831,-1.196158194,-0.577808525,-1.152001641,-0.994394137,-0.690827206,-0.400349606,-0.406978828,-0.419888515,-0.419935831,-0.424668235,-0.439608362,-0.415602991,-0.411304684,-0.439778115,-0.654660712,-0.063464884,0,-0.318689927,-0.089948035,-0.510875295,-0.414960252,-0.978995087,-0.952939109,-0.795448004,-1.543489823,-0.977601794,-0.941098153,-1.004675031,-1.340246531,-1.728991597,-1.552364391,-0.603061209,-1.975269465,-2.473362804,-3.086790043,-1.140651232,-1.370704604,-2.57712459,-3.23648498,-3.307057192,-2.38594465,-6.53153988,-2.707842791,-5.210297828,-5.685120263,-6.107404487,-5.850941261,-5.24601117,-5.175609718,-5.174746103,-3.653889919,-4.356177326,-4.967518728,-5.20214339,-4.830128002,-5.48824616,-4.754879675,-4.830554655,-4.8068377,-5.259835059,-4.574714883,-4.10278073,-4.463833717,-5.903346032,-6.363158166,-4.586657231,-4.077931743,-2.839969211,-1.445821132,-5.379504903,-2.734493492,-5.771508282,-4.012232442,-6.831500252,-4.328965469,-4.298707635,-2.48139194,-2.530328787,-4.317049715,-4.45150852,-3.01252558,-3.888450504,-4.845126192,-3.032165611,-3.689380971,-5.05769821,-4.273733873,-2.833153328,-2.818628997,-4.124671853,-4.153894905,-4.783636159,-4.654566106,-5.489356621,-5.26013094,-2.782593033,-4.811719678,-3.055221412,-5.151245921,-3.722176414,-3.51479744,-3.208374329,-4.938394226,-5.58996325,-4.849171237,-3.372674519,-6.621963016,-8.43339721,-7.109342028,-5.453981407,-3.467657086,-3.519879645,-3.642645916,-5.89364682,-2.175415985,-2.428859695,-7.15853621,-7.259545317,-5.387969293,-2.512983507,-6.001995821,-7.233030806,-4.711208058,-6.261697558,-7.167777104,-4.228039525,-2.633908085,-3.167725586,-2.157644089,-7.260320138,-3.216301749,-7.162086806,-2.108327927,-7.996841867,-2.21693214,-5.040916936,-5.81642762,-3.431464167,-6.364285866,-2.171299674,-3.827258975,-7.032856585
PDR8,-1.478909431,-2.583878131,-1.656433039,-1.204634532,-0.4115452,-1.015525504,-0.900532837,-0.70954377,-0.268585935,-0.247009159,-0.23230338,-0.231490194,-0.230342991,-0.233373525,-0.245124801,-0.260508097,-0.314270141,-0.428758866,-0.415547198,-0.318689927,0,-0.36465053,-0.22305544,-0.43137136,-0.688166268,-0.931873615,-1.28114708,-1.285933096,-1.397126775,-1.191742841,-1.349974753,-1.727000148,-1.97192803,-1.769552172,-0.28492574,-1.668485157,-2.524021525,-3.304616694,-1.046260062,-1.026432612,-2.111357408,-3.149985507,-3.214155325,-2.405312817,-6.721197741,-2.372142399,-5.429369143,-4.982182692,-5.310299966,-3.952368934,-3.64589789,-3.614777223,-3.816527172,-4.545609925,-4.707598413,-5.318129642,-5.392082184,-4.998697863,-5.878669459,-5.068565246,-5.065334867,-5.086763002,-5.376350619,-4.762347781,-4.186355632,-4.509121179,-6.326788596,-5.334263266,-5.135396825,-3.365062126,-2.886867449,-1.439323148,-3.744630239,-2.578074749,-6.830697091,-5.50714655,-5.891349224,-4.312062655,-4.248218123,-2.786485903,-2.624965051,-4.302901988,-4.435830395,-3.036530113,-3.870313152,-4.971874801,-3.191878995,-3.602873021,-5.562247606,-5.490233667,-2.387931323,-3.479665799,-4.634654092,-4.154757564,-6.336532425,-5.264459504,-5.511554781,-5.814093268,-3.9466196,-6.212020662,-3.077379298,-4.583985322,-3.378761467,-3.511209659,-3.086620748,-4.749549886,-5.221097638,-3.196424334,-4.023802038,-7.86545494,-7.893889324,-4.545681155,-6.91671222,-3.79979021,-3.853315866,-3.467630746,-3.677204563,-2.430654838,-2.664319498,-5.877839278,-3.931047534,-6.210343842,-2.881758578,-6.5680349,-5.316293578,-3.52635619,-4.682798721,-7.027153921,-4.45571771,-2.830479878,-5.223855325,-3.875267634,-7.899476641,-4.27436977,-8.432817311,-2.256931642,-7.91708775,-2.953507975,-5.380173158,-6.284103344,-3.440013822,-6.075060161,-3.155205876,-3.483656793,-6.181497926
YRR1,-1.90272404,-2.643722423,-1.35261358,-0.911211931,-0.628544437,-1.160101338,-0.984413758,-0.730775785,-0.401984304,-0.404832281,-0.454489131,-0.47386252,-0.475834674,-0.503136208,-0.476868641,-0.454473578,-0.509415745,-0.872932209,-0.108373022,-0.089948035,-0.36465053,0,-0.440624347,-0.510757478,-1.05930705,-1.084379533,-0.771207142,-1.746992488,-0.978228627,-0.987753234,-1.072669867,-1.645106316,-1.857323821,-1.825316424,-0.689290485,-2.077211108,-2.347398196,-2.957894956,-1.243150532,-3.882488523,-2.642438311,-3.217478791,-3.315589276,-2.478768767,-6.521678346,-2.71116337,-5.101571139,-4.75332368,-5.3343199,-4.523771395,-3.729662027,-3.692965714,-3.860943674,-3.695684551,-4.111972684,-4.735903449,-5.023068974,-4.597551371,-5.53223382,-4.991927568,-5.004198615,-4.941540668,-5.164318584,-4.400110139,-4.529535458,-4.68820818,-5.484307373,-5.997601793,-4.351956466,-2.931072023,-3.982700876,-1.28056036,-3.416492731,-2.941692154,-6.779880898,-3.649179619,-6.380030041,-4.327828191,-4.107911724,-1.914409469,-2.456985617,-4.267776856,-6.155908012,-2.986166099,-5.696454537,-6.339361909,-2.939027003,-3.635552818,-4.846653694,-4.608998895,-1.956571646,-4.568011168,-4.3024327,-3.716976165,-4.670809881,-4.468587,-5.130145416,-4.288292655,-2.46098196,-4.459718831,-4.954796183,-4.159881531,-3.339844613,-3.187708953,-3.20455673,-5.031810138,-5.625395146,-3.147382632,-3.720280922,-6.68940251,-8.133333101,-4.609267963,-5.106977539,-3.208188504,-3.391347016,-3.511206736,-5.668799475,-3.36507811,-3.89634854,-6.398049116,-7.226852852,-5.753089267,-2.364573328,-6.070889782,-5.223347826,-3.201073304,-4.54843786,-6.723904175,-4.343100466,-2.587465892,-2.939358045,-1.920039162,-7.336587898,-4.095685003,-6.788421374,-1.972360409,-7.841346085,-1.853872067,-4.518260118,-7.797742617,-3.270557418,-6.156349784,-1.975472724,-3.685274918,-6.249755593
RDR1,-1.694809829,-2.637932692,-1.248796346,-0.65583226,-0.694899473,-1.306457572,-1.192319843,-0.960290878,-0.50266769,-0.492557385,-0.493991958,-0.508406647,-0.50614648,-0.524533949,-0.524142212,-0.510775226,-0.583978629,-0.908744243,-0.661482796,-0.510875295,-0.22305544,-0.440624347,0,-0.401984922,-0.390898783,-0.805582213,-1.223747824,-0.869338749,-1.573543942,-1.428199997,-1.756858483,-2.255938149,-2.532106433,-2.160386343,-0.516381148,-1.766500339,-2.644591465,-3.134864071,-1.240073522,-3.818017634,-2.908737602,-3.40210644,-3.461353325,-1.989885717,-7.115184071,-2.795437047,-5.726870113,-4.780131636,-5.117911854,-4.275882056,-3.833031788,-3.796913207,-3.992401744,-4.781947975,-5.027321677,-5.503579964,-5.889080511,-4.997115742,-5.455347207,-5.146559032,-5.096315112,-5.186458729,-6.038327341,-5.231798174,-5.16034909,-5.288113477,-6.087951593,-5.627596848,-5.219124306,-3.535366717,-4.805878788,-1.546456307,-3.860717661,-3.124777927,-7.439745,-4.801469672,-7.50101581,-4.527599834,-4.581689836,-1.966074584,-2.854636295,-4.558149447,-7.34124065,-3.167903149,-5.733558368,-5.086877955,-3.684213306,-3.296246122,-4.974982166,-4.873282977,-3.318540272,-3.112276284,-4.157372088,-3.748000254,-6.598958484,-5.27775546,-4.83960929,-5.853711803,-3.453151784,-5.223931425,-5.401932824,-4.476430129,-3.761619248,-3.47774178,-3.316953571,-4.652908717,-5.132887039,-3.474805272,-4.376053755,-6.164868827,-8.075270518,-4.822680229,-5.052540086,-3.884690358,-3.965734107,-3.652853538,-3.912803298,-4.129520909,-4.68938356,-6.292341504,-4.381196891,-5.868181404,-2.921287745,-6.330557066,-5.10544447,-3.357827274,-5.005309048,-7.085120893,-3.721071264,-2.690815691,-3.774808906,-2.493410266,-8.106918189,-4.838858657,-7.290819699,-2.047576342,-8.056149831,-2.896930509,-5.193889688,-6.852458536,-3.535553949,-6.163567191,-3.176471461,-2.733951135,-5.809299773
RGT1,-1.919176619,-1.539997652,-0.852519221,-1.10895407,-0.831069202,-1.390488765,-1.250097621,-1.061465885,-0.64352547,-0.633949686,-0.654518338,-0.660701723,-0.660543503,-0.673671134,-0.668721306,-0.669404023,-0.725206234,-0.921872946,-0.553398477,-0.414960252,-0.43137136,-0.510757478,-0.401984922,0,-0.789789735,-1.026163138,-1.342197665,-0.934541327,-1.255490114,-1.139369326,-1.319358614,-1.995419252,-2.475310985,-2.083067455,-0.716462689,-2.012497427,-2.707329057,-3.449493587,-1.395800602,-4.266668262,-2.984014531,-3.487851519,-3.57626367,-2.326326989,-7.14853981,-2.928646994,-5.799052707,-4.452734809,-5.567882806,-4.652690251,-4.027032083,-3.997139318,-4.159949437,-4.613929945,-4.861749724,-5.388795503,-5.617339026,-5.184647701,-5.714574161,-5.272698351,-5.272261373,-5.30617821,-5.855423979,-5.103908454,-5.141833752,-5.247266065,-5.994510911,-5.564964993,-5.163288144,-3.527549113,-4.868626933,-1.719337095,-4.003673582,-3.108306898,-6.377072898,-4.68546383,-7.429055104,-4.845652679,-4.808465507,-2.42372828,-2.913699904,-4.598286511,-7.087183713,-3.942947193,-6.181749103,-7.245624541,-4.052956815,-3.61731769,-5.449454618,-3.883947938,-2.348804684,-3.619691246,-4.769799945,-6.338239833,-5.341035055,-4.624775115,-5.079056117,-3.79202267,-3.75103281,-5.281207656,-5.668410039,-4.715675966,-3.868090191,-3.620413191,-3.452664477,-5.191782939,-5.886889613,-3.515209113,-4.356874285,-7.628837294,-8.874634107,-4.937163482,-5.192509858,-3.566767223,-3.757890664,-3.610503048,-6.26666851,-4.177729992,-4.72232086,-7.223350118,-7.950779151,-5.523906406,-3.046266819,-4.438053763,-5.521467084,-3.689867101,-5.152390311,-7.387013283,-4.191489594,-3.138875941,-3.903134783,-2.393066886,-8.665667955,-4.527266002,-7.149370308,-2.397030101,-9.31803227,-3.112863025,-5.504278288,-7.989891592,-3.710697123,-6.215936911,-2.939280075,-3.55644449,-7.972919842
